original_image_path,original_label_path,output_image_path,output_label_path,split,group_id,image_hash,annotation_count,class_ids,validation_warnings,included_status
valid/images/IMG_2505_JPG.rf.a0aef011e916d7bd3d533b4c97fbf608.jpg,valid/labels/IMG_2505_JPG.rf.a0aef011e916d7bd3d533b4c97fbf608.txt,d4/train/images/IMG_2505_JPG.rf.a0aef011e916d7bd3d533b4c97fbf608.jpg,d4/train/labels/IMG_2505_JPG.rf.a0aef011e916d7bd3d533b4c97fbf608.txt,train,valid/images/IMG_2505_JPG.rf.a0aef011e916d7bd3d533b4c97fbf608.jpg,044f05828c38f1fe97a6e56201d5eb255e624ac465cc58c17ff8335411d59fb8,53,0,,included
valid/images/IMG_0356_JPG.rf.213cc9cd4c34a0f36fda95f597d0abd4.jpg,valid/labels/IMG_0356_JPG.rf.213cc9cd4c34a0f36fda95f597d0abd4.txt,d4/train/images/IMG_0356_JPG.rf.213cc9cd4c34a0f36fda95f597d0abd4.jpg,d4/train/labels/IMG_0356_JPG.rf.213cc9cd4c34a0f36fda95f597d0abd4.txt,train,valid/images/IMG_0356_JPG.rf.213cc9cd4c34a0f36fda95f597d0abd4.jpg,b17cf69a1e1769cd81a3dc24dfad70b3e7aac8224b56e883d2a16087e653ca67,24,0,,included
valid/images/1768802852108_jpg.rf.260c0b4551d58f04ef5b801ad7c181c9.jpg,valid/labels/1768802852108_jpg.rf.260c0b4551d58f04ef5b801ad7c181c9.txt,d4/train/images/1768802852108_jpg.rf.260c0b4551d58f04ef5b801ad7c181c9.jpg,d4/train/labels/1768802852108_jpg.rf.260c0b4551d58f04ef5b801ad7c181c9.txt,train,valid/images/1768802852108_jpg.rf.260c0b4551d58f04ef5b801ad7c181c9.jpg,a9c6319e9914dcadc639b3a0466aa3a803ec77284e37e2f7fed1e1323f558c6c,25,0,,included
valid/images/IMG_2905_JPG.rf.e1ffcbb04ee3581804a0afcdce784912.jpg,valid/labels/IMG_2905_JPG.rf.e1ffcbb04ee3581804a0afcdce784912.txt,d4/train/images/IMG_2905_JPG.rf.e1ffcbb04ee3581804a0afcdce784912.jpg,d4/train/labels/IMG_2905_JPG.rf.e1ffcbb04ee3581804a0afcdce784912.txt,train,valid/images/IMG_2905_JPG.rf.e1ffcbb04ee3581804a0afcdce784912.jpg,16ece84ac6982a0d6a02a8de23c8bbac5f8b008bf2d8de135bf4c00c456db10c,43,0,,included
valid/images/1770709518080_jpg.rf.6447ca2e55f1ac5162ce8af17ad7127e.jpg,valid/labels/1770709518080_jpg.rf.6447ca2e55f1ac5162ce8af17ad7127e.txt,d4/train/images/1770709518080_jpg.rf.6447ca2e55f1ac5162ce8af17ad7127e.jpg,d4/train/labels/1770709518080_jpg.rf.6447ca2e55f1ac5162ce8af17ad7127e.txt,train,valid/images/1770709518080_jpg.rf.6447ca2e55f1ac5162ce8af17ad7127e.jpg,6c2c0df7a3ce102cb5f0e4c2f84c1a84f7a59186061618c6bafc7b3998a0dc08,17,0,,included
valid/images/IMG_20240616_082800_310_jpg.rf.4de0358a77962f2a2553d24defd87e11.jpg,valid/labels/IMG_20240616_082800_310_jpg.rf.4de0358a77962f2a2553d24defd87e11.txt,d4/valid/images/IMG_20240616_082800_310_jpg.rf.4de0358a77962f2a2553d24defd87e11.jpg,d4/valid/labels/IMG_20240616_082800_310_jpg.rf.4de0358a77962f2a2553d24defd87e11.txt,valid,valid/images/IMG_20240616_082800_310_jpg.rf.4de0358a77962f2a2553d24defd87e11.jpg,5c0e52e609772a8bc09b6d09f721c8f6222a3ddeef7e5f583d7744f1f86278a5,26,0,,included
valid/images/1768802717651_jpg.rf.e902634f8cdb6ca07169feb45750f5cc.jpg,valid/labels/1768802717651_jpg.rf.e902634f8cdb6ca07169feb45750f5cc.txt,d4/train/images/1768802717651_jpg.rf.e902634f8cdb6ca07169feb45750f5cc.jpg,d4/train/labels/1768802717651_jpg.rf.e902634f8cdb6ca07169feb45750f5cc.txt,train,valid/images/1768802717651_jpg.rf.e902634f8cdb6ca07169feb45750f5cc.jpg,13beaf3f2aad633cd3e54665ef8aa40f8236a04c131ac6864fd9167aa17adc63,20,0,,included
valid/images/IMG_2633_JPG.rf.4fcfd3ffd5fc10278be75d66ed85ba2e.jpg,valid/labels/IMG_2633_JPG.rf.4fcfd3ffd5fc10278be75d66ed85ba2e.txt,d4/train/images/IMG_2633_JPG.rf.4fcfd3ffd5fc10278be75d66ed85ba2e.jpg,d4/train/labels/IMG_2633_JPG.rf.4fcfd3ffd5fc10278be75d66ed85ba2e.txt,train,valid/images/IMG_2633_JPG.rf.4fcfd3ffd5fc10278be75d66ed85ba2e.jpg,964671816b91e2a0dbdea7c5709219df6cffb5aed1484cdbedd3d189a3190c69,50,0,,included
valid/images/IMG_2263_JPG.rf.dcca184b32c2e69c8d906a7f119819b6.jpg,valid/labels/IMG_2263_JPG.rf.dcca184b32c2e69c8d906a7f119819b6.txt,d4/train/images/IMG_2263_JPG.rf.dcca184b32c2e69c8d906a7f119819b6.jpg,d4/train/labels/IMG_2263_JPG.rf.dcca184b32c2e69c8d906a7f119819b6.txt,train,valid/images/IMG_2263_JPG.rf.dcca184b32c2e69c8d906a7f119819b6.jpg,73f01c38fd91a70c511eeea07bc48a58b7e8e4d30dc0559e8d5d9b296239db48,49,0,,included
valid/images/IMG_2864_JPG.rf.d28ef3c01e2eaaf5c358c3db24b012f2.jpg,valid/labels/IMG_2864_JPG.rf.d28ef3c01e2eaaf5c358c3db24b012f2.txt,d4/train/images/IMG_2864_JPG.rf.d28ef3c01e2eaaf5c358c3db24b012f2.jpg,d4/train/labels/IMG_2864_JPG.rf.d28ef3c01e2eaaf5c358c3db24b012f2.txt,train,valid/images/IMG_2864_JPG.rf.d28ef3c01e2eaaf5c358c3db24b012f2.jpg,bfd65b0d2f55ac732d3babb5216db3e9a87d3917e8a586069bdb7489c651affb,25,0,,included
valid/images/25-2-_jpg.rf.d2eba30d69e6c2234f15a8f07caa1a3c.jpg,valid/labels/25-2-_jpg.rf.d2eba30d69e6c2234f15a8f07caa1a3c.txt,d4/train/images/25-2-_jpg.rf.d2eba30d69e6c2234f15a8f07caa1a3c.jpg,d4/train/labels/25-2-_jpg.rf.d2eba30d69e6c2234f15a8f07caa1a3c.txt,train,valid/images/25-2-_jpg.rf.d2eba30d69e6c2234f15a8f07caa1a3c.jpg,376c638707f68ee45f22a581d2ccfdc7cc5b12e2bf6b2ca69092319eefc24ec6,72,0,,included
valid/images/IMG_2790_JPG.rf.991c14def88d2ae4916fcad8a029b515.jpg,valid/labels/IMG_2790_JPG.rf.991c14def88d2ae4916fcad8a029b515.txt,d4/train/images/IMG_2790_JPG.rf.991c14def88d2ae4916fcad8a029b515.jpg,d4/train/labels/IMG_2790_JPG.rf.991c14def88d2ae4916fcad8a029b515.txt,train,valid/images/IMG_2790_JPG.rf.991c14def88d2ae4916fcad8a029b515.jpg,32ce6bc888b7a70a9c080d23c1911984427fb2aeed80f1c13daf70838a388e33,60,0,,included
valid/images/1769065083652_jpg.rf.67863d5844f5322c6e70c4d9faa9ab72.jpg,valid/labels/1769065083652_jpg.rf.67863d5844f5322c6e70c4d9faa9ab72.txt,d4/train/images/1769065083652_jpg.rf.67863d5844f5322c6e70c4d9faa9ab72.jpg,d4/train/labels/1769065083652_jpg.rf.67863d5844f5322c6e70c4d9faa9ab72.txt,train,valid/images/1769065083652_jpg.rf.67863d5844f5322c6e70c4d9faa9ab72.jpg,834c8c80ed67df5f6bbf691c3734f0f303649fbb08edf3511f463401a69fbc16,25,0,,included
