original_image_path,original_label_path,output_image_path,output_label_path,split,group_id,image_hash,annotation_count,class_ids,validation_warnings,included_status
train/images/e81a9e4e98b45bea02a526_jpg.rf.49546c1b5a57527016d47e6cbe00254c.jpg,train/labels/e81a9e4e98b45bea02a526_jpg.rf.49546c1b5a57527016d47e6cbe00254c.txt,d1/train/images/e81a9e4e98b45bea02a526_jpg.rf.49546c1b5a57527016d47e6cbe00254c.jpg,d1/train/labels/e81a9e4e98b45bea02a526_jpg.rf.49546c1b5a57527016d47e6cbe00254c.txt,train,train/images/e81a9e4e98b45bea02a526_jpg.rf.49546c1b5a57527016d47e6cbe00254c.jpg,cbedef929396416282e00a594f9941184174cb19f0399798200eb63a774f5da7,36,0,,included
train/images/43fae76ef7972ec9778617_jpg.rf.963ecff4843a2911a01c547919edea96.jpg,train/labels/43fae76ef7972ec9778617_jpg.rf.963ecff4843a2911a01c547919edea96.txt,d1/train/images/43fae76ef7972ec9778617_jpg.rf.963ecff4843a2911a01c547919edea96.jpg,d1/train/labels/43fae76ef7972ec9778617_jpg.rf.963ecff4843a2911a01c547919edea96.txt,train,train/images/43fae76ef7972ec9778617_jpg.rf.963ecff4843a2911a01c547919edea96.jpg,37e4d66560727a762e69709b2c8949123578e88530f5a8a499a120bc718eb548,63,0,,included
train/images/01668050fd5a24047d4b10_jpg.rf.001461932107248c61fe666d3a46b33d.jpg,train/labels/01668050fd5a24047d4b10_jpg.rf.001461932107248c61fe666d3a46b33d.txt,d1/train/images/01668050fd5a24047d4b10_jpg.rf.001461932107248c61fe666d3a46b33d.jpg,d1/train/labels/01668050fd5a24047d4b10_jpg.rf.001461932107248c61fe666d3a46b33d.txt,train,train/images/01668050fd5a24047d4b10_jpg.rf.001461932107248c61fe666d3a46b33d.jpg,138fa3e2afb0a3bd2ea4895d865cb5ae4eedbe22d8e204298786527e5040614b,42,0,,included
train/images/3f4a98e39b70432e1a612_jpg.rf.c1b770cfb2afeb55ca2e5c9c25eed090.jpg,train/labels/3f4a98e39b70432e1a612_jpg.rf.c1b770cfb2afeb55ca2e5c9c25eed090.txt,d1/train/images/3f4a98e39b70432e1a612_jpg.rf.c1b770cfb2afeb55ca2e5c9c25eed090.jpg,d1/train/labels/3f4a98e39b70432e1a612_jpg.rf.c1b770cfb2afeb55ca2e5c9c25eed090.txt,train,train/images/3f4a98e39b70432e1a612_jpg.rf.c1b770cfb2afeb55ca2e5c9c25eed090.jpg,b70666b63a54b21c6879a3a6b023c82999fe0f158099a2ebf7be67e0e5bdcabd,35,0,,included
train/images/f96b561395f151af08e013_jpg.rf.914ef155f8f7a40b6c2381bb14989504.jpg,train/labels/f96b561395f151af08e013_jpg.rf.914ef155f8f7a40b6c2381bb14989504.txt,d1/train/images/f96b561395f151af08e013_jpg.rf.914ef155f8f7a40b6c2381bb14989504.jpg,d1/train/labels/f96b561395f151af08e013_jpg.rf.914ef155f8f7a40b6c2381bb14989504.txt,train,train/images/f96b561395f151af08e013_jpg.rf.914ef155f8f7a40b6c2381bb14989504.jpg,367ebbd7b0792f7562b592d833be4e07baa8e5b2a6c60a3bb47f1c386d767b49,44,0,,included
train/images/7caf30cf5e8585dbdc9437_jpg.rf.d004fcfe3734357abf20ddc50564fa67.jpg,train/labels/7caf30cf5e8585dbdc9437_jpg.rf.d004fcfe3734357abf20ddc50564fa67.txt,d1/train/images/7caf30cf5e8585dbdc9437_jpg.rf.d004fcfe3734357abf20ddc50564fa67.jpg,d1/train/labels/7caf30cf5e8585dbdc9437_jpg.rf.d004fcfe3734357abf20ddc50564fa67.txt,train,train/images/7caf30cf5e8585dbdc9437_jpg.rf.d004fcfe3734357abf20ddc50564fa67.jpg,90c845a0dfff199d937065681631dc63aea26bd874cabbd7e302fbc82871c125,36,0,,included
train/images/468efd698c8548db11941_jpg.rf.a029c452f7c45bd142160fb590955f30.jpg,train/labels/468efd698c8548db11941_jpg.rf.a029c452f7c45bd142160fb590955f30.txt,d1/valid/images/468efd698c8548db11941_jpg.rf.a029c452f7c45bd142160fb590955f30.jpg,d1/valid/labels/468efd698c8548db11941_jpg.rf.a029c452f7c45bd142160fb590955f30.txt,valid,train/images/468efd698c8548db11941_jpg.rf.a029c452f7c45bd142160fb590955f30.jpg,ecf4d99da0f5c2d2a381a7d1510a4fa2675cd38379eb3fb6e89a8f73e6f88d71,46,0,,included
train/images/e67cfd5e55e796b9cff61_jpg.rf.248c27b0f57c2878efe19a8617020657.jpg,train/labels/e67cfd5e55e796b9cff61_jpg.rf.248c27b0f57c2878efe19a8617020657.txt,d1/train/images/e67cfd5e55e796b9cff61_jpg.rf.248c27b0f57c2878efe19a8617020657.jpg,d1/train/labels/e67cfd5e55e796b9cff61_jpg.rf.248c27b0f57c2878efe19a8617020657.txt,train,train/images/e67cfd5e55e796b9cff61_jpg.rf.248c27b0f57c2878efe19a8617020657.jpg,582b238ccd8f7252563d4960499c82f8a643f6561976542fb8b5aa9655f3341b,47,0,,included
train/images/37682ebb04dcdf8286cd9_jpg.rf.3655dfe4767a252792535f919cb36dd4.jpg,train/labels/37682ebb04dcdf8286cd9_jpg.rf.3655dfe4767a252792535f919cb36dd4.txt,d1/train/images/37682ebb04dcdf8286cd9_jpg.rf.3655dfe4767a252792535f919cb36dd4.jpg,d1/train/labels/37682ebb04dcdf8286cd9_jpg.rf.3655dfe4767a252792535f919cb36dd4.txt,train,train/images/37682ebb04dcdf8286cd9_jpg.rf.3655dfe4767a252792535f919cb36dd4.jpg,a3dc4d29ed3700bdd988f556abfb3404e5223f540a96905fc0ea509e495f9802,55,0,,included
train/images/36f929afcaca119448db2_jpg.rf.a8b7c2e9b2469ca7ed6267bab9bee981.jpg,train/labels/36f929afcaca119448db2_jpg.rf.a8b7c2e9b2469ca7ed6267bab9bee981.txt,d1/test/images/36f929afcaca119448db2_jpg.rf.a8b7c2e9b2469ca7ed6267bab9bee981.jpg,d1/test/labels/36f929afcaca119448db2_jpg.rf.a8b7c2e9b2469ca7ed6267bab9bee981.txt,test,train/images/36f929afcaca119448db2_jpg.rf.a8b7c2e9b2469ca7ed6267bab9bee981.jpg,e447ad9181e646b7c5cc745d070fa5d163b1f2bb3034b1e2ce23f19ccf6f0d42,57,0,,included
